,Source,Destination,Weight
6542, Decreased Libido, weight problem,1.0
6543, Decreased Libido, Memory Loss,1.0
6544, Decreased Libido, Taste| Metallic,1.0
6545, itch burning, Has tingling sensation,1.0
6546, itch burning, Mass of body region,1.0
6547, itch burning, Seizures,2.0
6548, itch burning, Feeling despair,1.0
6549, itch burning, vein pain,1.0
6550, sore back, Hot flushes,1.0
6551, sore back, Spasm,1.0
6552, sore back, Ache,1.0
6553, sore back, Vomiting,1.0
6554, sore back, Feeling tense,1.0
6555, sore back, Neck stiffness,2.0
6556, sore back, Back Pain,1.0
6557, sore back, Lightheadedness,2.0
6558, sore back, Nightmares,2.0
6559, sore back, Earache,1.0
6560, sore back, Blushing,1.0
6561, sore back, Shoulder stiff,1.0
6562, Pain in testicle, Dyspnea,1.0
6563, Pain in testicle, Ache,4.0
6564, Pain in testicle, Right sided abdominal pain,1.0
6565, Pain in testicle, Lower abdominal pain,2.0
6566, Pain in testicle, Nervousness,1.0
6567, Pain in testicle, Syncope,1.0
6568, Pain in testicle, Has tingling sensation,1.0
6569, Pain in testicle, Discharge from penis,1.0
6570, Pain in testicle, Nerve Pain,1.0
6571, Pain in testicle, skin bump,1.0
6572, Pain in testicle, Dull pain,1.0
6573, Pain in testicle, Feeling strange,1.0
6574, Pain in testicle, Urethral discharge,1.0
6575, Pain in testicle, Perineal pain,1.0
6576, Pain in testicle, Sighing respiration,1.0
6577, Pain in testicle, Generalized pruritus,1.0
6578, Pain in testicle, Radiating pain,1.0
6579, Pain in testicle, Pain in left hip,1.0
6580, Pain in testicle, Swelling of scrotum,1.0
6581, Pain in testicle, Pain in lower limb,1.0
6582, Pain in testicle, stomach dull pain of,1.0
6583, Pain in testicle, Burning tongue,1.0
6584, Pain in testicle, Very mild pain,1.0
6585, Pain in penis, Flushing,1.0
6586, Pain in penis, Dry skin,1.0
6587, Pain in penis, Has tingling sensation,1.0
6588, Pain in penis, Pelvic Pain,1.0
6589, Pain in penis, Prostatic pain,1.0
6590, Pain in penis, Back Pain,1.0
6591, Pain in penis, Dysuria,1.0
6592, Pain in penis, Fever with chills,1.0
6593, Pain in penis, Painful penile erection,1.0
6594, Pain in penis, Numbness,2.0
6595, Pain in penis, Pain in forearm,1.0
6596, Pain in penis, Pain in left thigh,1.0
6597, Heartburn, Moderate pain,1.0
6598, Heartburn, Breathing abnormally deep,4.0
6599, Heartburn, Mastodynia,3.0
6600, Heartburn, Chest pressure,1.0
6601, Heartburn, Chest Pain,16.0
6602, Heartburn, Hot flushes,1.0
6603, Heartburn, HEART PROBLEM,1.0
6604, Heartburn, Dyspnea,6.0
6605, Heartburn, Ache,3.0
6606, Heartburn, Nervousness,3.0
6607, Heartburn, Vomiting,4.0
6608, Heartburn, Exhaustion,1.0
6609, Heartburn, Hunger,5.0
6610, Heartburn, Sleeplessness,2.0
6611, Heartburn, Swallowing problem,1.0
6612, Heartburn, Syncope,5.0
6613, Heartburn, spells,1.0
6614, Heartburn, Flatulence,1.0
6615, Heartburn, side pain,3.0
6616, Heartburn, Dry skin,1.0
6617, Heartburn, Has tingling sensation,3.0
6618, Heartburn, Lethargy,4.0
6619, Heartburn, Congestion of throat,1.0
6620, Heartburn, Dyspepsia,8.0
6621, Heartburn, Normal bowel habits,1.0
6622, Heartburn, Stabbing pain,1.0
6623, Heartburn, Loose stool,3.0
6624, Heartburn, Tremor,5.0
6625, Heartburn, Watery eyes,1.0
6626, Heartburn, Multiple symptoms,1.0
6627, Heartburn, Chest tightness,3.0
6628, Heartburn, Chills,3.0
6629, Heartburn, Signs and Symptoms,2.0
6630, Heartburn, Eructation,15.0
6631, Heartburn, Arthralgia,2.0
6632, Heartburn, BODY ACHE,1.0
6633, Heartburn, Seizures,6.0
6634, Heartburn, Pelvic Pain,3.0
6635, Heartburn, irregular bleeding,1.0
6636, Heartburn, Back Pain,4.0
6637, Heartburn, Vertigo,1.0
6638, Heartburn, uti symptoms,1.0
6639, Heartburn, Feeling Sick,1.0
6640, Heartburn, Dull pain,2.0
6641, Heartburn, Feeling strange,1.0
6642, Heartburn, digestive problem,1.0
6643, Heartburn, Palpitations - fluttering,1.0
6644, Heartburn, Lightheadedness,3.0
6645, Heartburn, Neck Pain,2.0
6646, Heartburn, Cold sweat,1.0
6647, Heartburn, Pain| Burning,1.0
6648, Heartburn, Chest discomfort,1.0
6649, Heartburn, chest burning,1.0
6650, Heartburn, Gurgling,1.0
6651, Heartburn, pain with eating,1.0
6652, Heartburn, feeling dizzy,2.0
6653, Heartburn, Burning sensation of skin,1.0
6654, Heartburn, bloated feeling,1.0
6655, Heartburn, Chronic pain,1.0
6656, Heartburn, Gasping for breath,1.0
6657, Heartburn, Upper abdominal pain,2.0
6658, Heartburn, Nausea and vomiting,1.0
6659, Heartburn, Blurred vision,1.0
6660, Heartburn, Hip pain,1.0
6661, Heartburn, Bone pain,1.0
6662, Heartburn, Agitation,1.0
6663, Heartburn, Photopsia,1.0
6664, Heartburn, Shooting pain,1.0
6665, Heartburn, Drooling,1.0
6666, Heartburn, head pressure,1.0
6667, Heartburn, Muscle Weakness,1.0
6668, Heartburn, Abnormal sensation,1.0
6669, Heartburn, Posterior rhinorrhea,1.0
6670, Heartburn, Facial Pain,1.0
6671, Heartburn, unable to focus,1.0
6672, Heartburn, sinus pressure,1.0
6673, Heartburn, Aural pressure,1.0
6674, Heartburn, Thoracic back pain,1.0
6675, Heartburn, Burning feet,2.0
6676, Heartburn, Dry cough,1.0
6677, Heartburn, Pruritus of scalp,1.0
6678, Heartburn, impending doom,1.0
6679, Heartburn, sinus drainage,1.0
6680, Heartburn, Depressive Symptoms,1.0
6681, Heartburn, Memory Loss,1.0
6682, Heartburn, Muscular fasciculation,1.0
6683, Heartburn, Apathy,1.0
6684, Heartburn, Right sided chest pain,1.0
6685, Heartburn, Diarrhea and vomiting| symptom,1.0
6686, Heartburn, BREAST PAIN FEMALE,1.0
6687, Heartburn, Pain in left hand,1.0
6688, Heartburn, exercise induced,2.0
6689, Heartburn, Pharyngeal dryness,1.0
6690, Heartburn, Ovulation bleeding,1.0
6691, Heartburn, Spleen tender,1.0
6692, Heartburn, Chronic cough,1.0
6693, Heartburn, tingling mouth,1.0
6694, Heartburn, Thirsty,1.0
6695, Heartburn, Clubbing,2.0
6696, Heartburn, Glossalgia,1.0
6697, Moderate pain, Breathing abnormally deep,1.0
6698, Moderate pain, Spasm,1.0
6699, Moderate pain, Lower abdominal pain,1.0
6700, Moderate pain, Nerve Pain,1.0
6701, Moderate pain, Perceived quality of life,1.0
6702, Moderate pain, Eructation,1.0
6703, Moderate pain, Seizures,1.0
6704, Moderate pain, Pelvic Pain,1.0
6705, Moderate pain, Back Pain,1.0
6706, Moderate pain, Muscular stiffness,1.0
6707, Moderate pain, genital pain,1.0
6708, Moderate pain, Pain| Burning,1.0
6709, Moderate pain, Chest discomfort,1.0
6710, Moderate pain, Deep pain,1.0
6711, Moderate pain, Blurred vision,1.0
6712, Moderate pain, Thigh pain,1.0
6713, Moderate pain, Shooting pain,1.0
6714, Moderate pain, severe back pain,1.0
6715, Moderate pain, Sciatica,1.0
6716, Moderate pain, Pain in right leg,1.0
6717, Moderate pain, Depressive Symptoms,1.0
6718, Moderate pain, Numbness of foot,1.0
6719, Breathing abnormally deep, Chest pressure,1.0
6720, Breathing abnormally deep, Chest Pain,8.0
6721, Breathing abnormally deep, Spasm,3.0
6722, Breathing abnormally deep, Shoulder Pain,1.0
6723, Breathing abnormally deep, Left sided chest pain,1.0
6724, Breathing abnormally deep, Dyspnea,13.0
6725, Breathing abnormally deep, Ache,4.0
6726, Breathing abnormally deep, Nervousness,1.0
6727, Breathing abnormally deep, Vomiting,2.0
6728, Breathing abnormally deep, Sleeplessness,1.0
6729, Breathing abnormally deep, Syncope,1.0
6730, Breathing abnormally deep, spells,2.0
6731, Breathing abnormally deep, Flatulence,1.0
6732, Breathing abnormally deep, Has tingling sensation,2.0
6733, Breathing abnormally deep, Lethargy,2.0
6734, Breathing abnormally deep, Tremor,4.0
6735, Breathing abnormally deep, Multiple symptoms,1.0
6736, Breathing abnormally deep, Perceived quality of life,2.0
6737, Breathing abnormally deep, Neck stiffness,1.0
6738, Breathing abnormally deep, Chest tightness,2.0
6739, Breathing abnormally deep, Chills,1.0
6740, Breathing abnormally deep, Signs and Symptoms,5.0
6741, Breathing abnormally deep, Eructation,4.0
6742, Breathing abnormally deep, Arthralgia,3.0
6743, Breathing abnormally deep, BODY ACHE,1.0
6744, Breathing abnormally deep, Seizures,3.0
6745, Breathing abnormally deep, Upper back pain,2.0
6746, Breathing abnormally deep, Nasal congestion,1.0
6747, Breathing abnormally deep, Back Pain,7.0
6748, Breathing abnormally deep, lump in throat,1.0
6749, Breathing abnormally deep, Muscular stiffness,1.0
6750, Breathing abnormally deep, Lightheadedness,2.0
6751, Breathing abnormally deep, Neck Pain,2.0
6752, Breathing abnormally deep, rundown,1.0
6753, Breathing abnormally deep, Arm Pain,1.0
6754, Breathing abnormally deep, Flare,1.0
6755, Breathing abnormally deep, sick to stomach,1.0
6756, Breathing abnormally deep, Chest discomfort,3.0
6757, Breathing abnormally deep, Night sweats,1.0
6758, Breathing abnormally deep, Stiffness,2.0
6759, Breathing abnormally deep, Sighing respiration,1.0
6760, Breathing abnormally deep, out,3.0
6761, Breathing abnormally deep, Gasping for breath,6.0
6762, Breathing abnormally deep, Deep pain,1.0
6763, Breathing abnormally deep, Chest pain on breathing,1.0
6764, Breathing abnormally deep, Trembling,1.0
6765, Breathing abnormally deep, Radiating pain,2.0
6766, Breathing abnormally deep, Agitation,1.0
6767, Breathing abnormally deep, Buzzing in ear,1.0
6768, Breathing abnormally deep, Rales,1.0
6769, Breathing abnormally deep, Shallow breathing,1.0
6770, Breathing abnormally deep, Posterior rhinorrhea,2.0
6771, Breathing abnormally deep, slight fever,1.0
6772, Breathing abnormally deep, ear popping,1.0
6773, Breathing abnormally deep, Spasmodic movement,1.0
6774, Breathing abnormally deep, Dry cough,2.0
6775, Breathing abnormally deep, Jaw pain,1.0
6776, Breathing abnormally deep, Apathy,1.0
6777, Breathing abnormally deep, recurrent muscle twitches,1.0
6778, Breathing abnormally deep, Tenderness of gums,1.0
6779, Breathing abnormally deep, exercise induced,1.0
6780, Breathing abnormally deep, Cardiac pain,1.0
6781, Breathing abnormally deep, Facial twitching,1.0
6782, Mastodynia, Chest pressure,3.0
6783, Mastodynia, Chest Pain,8.0
6784, Mastodynia, Spasm,1.0
6785, Mastodynia, Dyspnea,3.0
6786, Mastodynia, Ache,1.0
6787, Mastodynia, Vomiting,2.0
6788, Mastodynia, Exhaustion,1.0
6789, Mastodynia, Depressed - symptom,2.0
6790, Mastodynia, Swallowing problem,1.0
6791, Mastodynia, Syncope,2.0
6792, Mastodynia, side pain,1.0
6793, Mastodynia, pregnancy signs,1.0
6794, Mastodynia, Menstrual spotting,3.0
6795, Mastodynia, Tremor,2.0
6796, Mastodynia, Chills,1.0
6797, Mastodynia, Eructation,2.0
6798, Mastodynia, Seizures,2.0
6799, Mastodynia, Nasal congestion,1.0
6800, Mastodynia, Back Pain,1.0
6801, Mastodynia, Feeling strange,1.0
6802, Mastodynia, Lightheadedness,1.0
6803, Mastodynia, Neck Pain,1.0
6804, Mastodynia, Cold sweat,1.0
6805, Mastodynia, Acute onset pain,1.0
6806, Mastodynia, Arm Pain,1.0
6807, Mastodynia, Numbness,1.0
6808, Mastodynia, Chest discomfort,1.0
6809, Mastodynia, feeling dizzy,1.0
6810, Mastodynia, pain in,1.0
6811, Mastodynia, Chronic pain,1.0
6812, Mastodynia, out,1.0
6813, Mastodynia, Gasping for breath,1.0
6814, Mastodynia, Pounding heart,1.0
6815, Mastodynia, Blurred vision,2.0
6816, Mastodynia, Bone pain,1.0
6817, Mastodynia, Shooting pain,1.0
6818, Mastodynia, Buzzing in ear,1.0
6819, Mastodynia, head pressure,1.0
6820, Mastodynia, Pain in lower limb,1.0
6821, Mastodynia, Abnormal sensation,1.0
6822, Mastodynia, Rib pain,2.0
6823, Mastodynia, Wheezing,1.0
6824, Mastodynia, Aural pressure,1.0
6825, Mastodynia, Thoracic back pain,1.0
6826, Mastodynia, Burning sensation of leg,1.0
6827, Mastodynia, Muscular fasciculation,1.0
6828, Mastodynia, neurological pain,1.0
6829, Mastodynia, Myotonus,1.0
6830, Mastodynia, electric shock sensation,1.0
6831, Mastodynia, painful rt shoulder,1.0
6832, Mastodynia, Breast tenderness,1.0
6833, Chest pressure, Chest Pain,6.0
6834, Chest pressure, HEART PROBLEM,1.0
6835, Chest pressure, Dyspnea,3.0
6836, Chest pressure, Vomiting,1.0
6837, Chest pressure, Depressed - symptom,1.0
6838, Chest pressure, side pain,1.0
6839, Chest pressure, Has tingling sensation,1.0
6840, Chest pressure, Tremor,1.0
6841, Chest pressure, Chest tightness,1.0
6842, Chest pressure, Chills,1.0
6843, Chest pressure, Acid reflux SYMPTOMS,2.0
6844, Chest pressure, Eructation,2.0
6845, Chest pressure, Arthralgia,1.0
6846, Chest pressure, Back Pain,1.0
6847, Chest pressure, Neck Pain,2.0
6848, Chest pressure, Cold sweat,1.0
6849, Chest pressure, sick to stomach,1.0
6850, Chest pressure, Cardiovascular symptoms,1.0
6851, Chest pressure, Blackout - symptom,1.0
6852, Chest pressure, pain in,1.0
6853, Chest pressure, Chest pain on breathing,2.0
6854, Chest pressure, head pressure,1.0
6855, Chest pressure, Rib pain,2.0
6856, Chest pressure, Productive cough,1.0
6857, Chest pressure, Dry cough,2.0
6858, Chest pressure, Sinus pain,1.0
6859, Chest pressure, Jaw pain,1.0
6860, Chest pressure, Cardiac pain,1.0
6861, Chest pressure, Numbness of face,1.0
6862, Pruritus of penis, Nerve Pain,1.0
6863, Pruritus of penis, Scalding pain on urination,1.0
6864, Pruritus of penis, itching mouth,1.0
6865, Pruritus of penis, Pain in right leg,1.0
6866, Chest Pain, Hot flushes,4.0
6867, Chest Pain, HEART PROBLEM,4.0
6868, Chest Pain, Left sided chest pain,2.0
6869, Chest Pain, Dyspnea,20.0
6870, Chest Pain, Ache,10.0
6871, Chest Pain, Nervousness,8.0
6872, Chest Pain, Vomiting,5.0
6873, Chest Pain, Exhaustion,5.0
6874, Chest Pain, Sleeplessness,7.0
6875, Chest Pain, Feeling tense,1.0
6876, Chest Pain, Syncope,4.0
6877, Chest Pain, spells,3.0
6878, Chest Pain, Flatulence,1.0
6879, Chest Pain, side pain,1.0
6880, Chest Pain, Dry skin,1.0
6881, Chest Pain, Has tingling sensation,10.0
6882, Chest Pain, Dyspepsia,4.0
6883, Chest Pain, Stabbing pain,4.0
6884, Chest Pain, Loose stool,4.0
6885, Chest Pain, Tremor,5.0
6886, Chest Pain, Multiple symptoms,2.0
6887, Chest Pain, Perceived quality of life,2.0
6888, Chest Pain, Chest tightness,5.0
6889, Chest Pain, Chills,3.0
6890, Chest Pain, Signs and Symptoms,10.0
6891, Chest Pain, Acid reflux SYMPTOMS,1.0
6892, Chest Pain, Eructation,9.0
6893, Chest Pain, Arthralgia,7.0
6894, Chest Pain, BODY ACHE,7.0
6895, Chest Pain, Seizures,5.0
6896, Chest Pain, Throat irritation,1.0
6897, Chest Pain, Back Pain,15.0
6898, Chest Pain, Vertigo,2.0
6899, Chest Pain, uti symptoms,1.0
6900, Chest Pain, lump in throat,1.0
6901, Chest Pain, Dull pain,3.0
6902, Chest Pain, Feeling strange,2.0
6903, Chest Pain, Muscular stiffness,1.0
6904, Chest Pain, Palpitations - fluttering,2.0
6905, Chest Pain, Lightheadedness,7.0
6906, Chest Pain, Excruciating pain,1.0
6907, Chest Pain, Neck Pain,5.0
6908, Chest Pain, Cold sweat,2.0
6909, Chest Pain, Acute onset pain,2.0
6910, Chest Pain, Dull chest pain,1.0
6911, Chest Pain, Arm Pain,3.0
6912, Chest Pain, Numbness,8.0
6913, Chest Pain, Chest discomfort,3.0
6914, Chest Pain, sharp chest pain,1.0
6915, Chest Pain, Cardiovascular symptoms,2.0
6916, Chest Pain, chest burning,1.0
6917, Chest Pain, Gurgling,1.0
6918, Chest Pain, Pain in the coccyx,1.0
6919, Chest Pain, Unspecified visual loss,1.0
6920, Chest Pain, Feeling tired,1.0
6921, Chest Pain, Stiffness,1.0
6922, Chest Pain, pain in,3.0
6923, Chest Pain, Chronic pain,1.0
6924, Chest Pain, out,2.0
6925, Chest Pain, Nightmares,2.0
6926, Chest Pain, Pounding heart,2.0
6927, Chest Pain, tingling in fingers,1.0
6928, Chest Pain, Pain in left arm,3.0
6929, Chest Pain, Deep pain,1.0
6930, Chest Pain, Night pain,3.0
6931, Chest Pain, Trembling,2.0
6932, Chest Pain, Blurred vision,4.0
6933, Chest Pain, Eye pain,2.0
6934, Chest Pain, Radiating pain,1.0
6935, Chest Pain, Pain in right hip joint,1.0
6936, Chest Pain, Bone pain,2.0
6937, Chest Pain, Swollen legs,1.0
6938, Chest Pain, Photopsia,1.0
6939, Chest Pain, Shooting pain,2.0
6940, Chest Pain, head pressure,2.0
6941, Chest Pain, severe back pain,1.0
6942, Chest Pain, Joint swelling,1.0
6943, Chest Pain, Muscle Weakness,2.0
6944, Chest Pain, Pain in lower limb,2.0
6945, Chest Pain, Withdrawal Symptoms,3.0
6946, Chest Pain, Scapulalgia,1.0
6947, Chest Pain, Earache,1.0
6948, Chest Pain, weight problem,1.0
6949, Chest Pain, Halitosis,1.0
6950, Chest Pain, Felt faint,1.0
6951, Chest Pain, Rib pain,2.0
6952, Chest Pain, Facial Pain,2.0
6953, Chest Pain, unable to focus,1.0
6954, Chest Pain, Aural pressure,1.0
6955, Chest Pain, Ankle pain,1.0
6956, Chest Pain, Hemoptysis,3.0
6957, Chest Pain, Burning feet,3.0
6958, Chest Pain, Neuralgia,1.0
6959, Chest Pain, Dry cough,2.0
6960, Chest Pain, Hoarseness,1.0
6961, Chest Pain, Sinus pain,1.0
6962, Chest Pain, Memory Loss,2.0
6963, Chest Pain, Muscular fasciculation,3.0
6964, Chest Pain, Jaw pain,2.0
6965, Chest Pain, BREAST PAIN FEMALE,1.0
6966, Chest Pain, Vertigo| Constant,1.0
6967, Chest Pain, Cardiac pain,2.0
6968, Chest Pain, Stiff back,1.0
6969, Chest Pain, Taste| Metallic,1.0
6970, Chest Pain, Myotonus,1.0
6971, Chest Pain, tingling mouth,1.0
6972, Chest Pain, Thirsty,3.0
6973, Chest Pain, Clubbing,3.0
6974, Chest Pain, panic symptoms,1.0
6975, Hot flushes, Dyspnea,4.0
6976, Hot flushes, Ache,1.0
6977, Hot flushes, Nervousness,1.0
6978, Hot flushes, Vomiting,2.0
6979, Hot flushes, Exhaustion,2.0
6980, Hot flushes, Hunger,2.0
6981, Hot flushes, Depressed - symptom,1.0
6982, Hot flushes, Sleeplessness,8.0
6983, Hot flushes, Feeling tense,2.0
6984, Hot flushes, Syncope,3.0
6985, Hot flushes, spells,1.0
6986, Hot flushes, Flatulence,1.0
6987, Hot flushes, Flushing,5.0
6988, Hot flushes, side pain,1.0
6989, Hot flushes, Dry skin,1.0
6990, Hot flushes, Lethargy,1.0
6991, Hot flushes, Stabbing pain,1.0
6992, Hot flushes, Tremor,3.0
6993, Hot flushes, Watery eyes,1.0
6994, Hot flushes, Neck stiffness,1.0
6995, Hot flushes, Chest tightness,2.0
6996, Hot flushes, Chills,3.0
6997, Hot flushes, Signs and Symptoms,1.0
6998, Hot flushes, Arthralgia,6.0
6999, Hot flushes, Seizures,2.0
7000, Hot flushes, Upper back pain,1.0
7001, Hot flushes, intestinal pain,1.0
7002, Hot flushes, Back Pain,5.0
7003, Hot flushes, Vertigo,3.0
7004, Hot flushes, Dull pain,1.0
7005, Hot flushes, Muscular stiffness,2.0
7006, Hot flushes, Renal pain,1.0
7007, Hot flushes, Lightheadedness,1.0
7008, Hot flushes, Neck Pain,1.0
7009, Hot flushes, Cold sweat,2.0
7010, Hot flushes, Numbness,1.0
7011, Hot flushes, Frequent headache,1.0
7012, Hot flushes, Chest discomfort,1.0
7013, Hot flushes, Night sweats,9.0
7014, Hot flushes, Burning sensation of skin,1.0
7015, Hot flushes, Chronic pain,1.0
7016, Hot flushes, Nightmares,1.0
7017, Hot flushes, Pounding heart,1.0
7018, Hot flushes, Retching,1.0
7019, Hot flushes, Trembling,1.0
7020, Hot flushes, Blurred vision,2.0
7021, Hot flushes, Feeling nervous,1.0
7022, Hot flushes, Bone pain,1.0
7023, Hot flushes, Agitation,3.0
7024, Hot flushes, Photopsia,3.0
7025, Hot flushes, Menopausal symptom,3.0
7026, Hot flushes, Edema of foot,1.0
7027, Hot flushes, head pressure,1.0
7028, Hot flushes, Welts,1.0
7029, Hot flushes, severe back pain,1.0
7030, Hot flushes, Muscle Weakness,1.0
7031, Hot flushes, Pain in lower limb,1.0
7032, Hot flushes, Withdrawal Symptoms,1.0
7033, Hot flushes, Sleep disturbances,1.0
7034, Hot flushes, Photophobia,1.0
7035, Hot flushes, Felt faint,1.0
7036, Hot flushes, Pain in right leg,1.0
7037, Hot flushes, Rib pain,1.0
7038, Hot flushes, Spasmodic movement,1.0
7039, Hot flushes, Redness of face,1.0
7040, Hot flushes, Blushing,1.0
7041, Hot flushes, Shoulder stiff,1.0
7042, Hot flushes, Pruritus of scalp,1.0
7043, Hot flushes, peri-menopausal,2.0
7044, Hot flushes, Cushingoid facies,1.0
7045, Hot flushes, Feeling Cold,1.0
7046, Hot flushes, Vertigo| Constant,1.0
7047, Hot flushes, Cardiac pain,1.0
7048, Hot flushes, Breast tenderness,1.0
7049, Hot flushes, Pain in finger,1.0
7050, Spasm, HEART PROBLEM,1.0
7051, Spasm, Shoulder Pain,1.0
7052, Spasm, Dyspnea,1.0
7053, Spasm, Ache,9.0
7054, Spasm, Nervousness,1.0
7055, Spasm, Vomiting,1.0
7056, Spasm, Exhaustion,3.0
7057, Spasm, Depressed - symptom,1.0
7058, Spasm, Sleeplessness,4.0
7059, Spasm, Feeling tense,1.0
7060, Spasm, Syncope,3.0
7061, Spasm, spells,1.0
7062, Spasm, Flatulence,1.0
7063, Spasm, Flushing,1.0
7064, Spasm, side pain,1.0
7065, Spasm, Has tingling sensation,6.0
7066, Spasm, Mass of body region,1.0
7067, Spasm, Lethargy,1.0
7068, Spasm, Congestion of throat,1.0
7069, Spasm, Dyspepsia,1.0
7070, Spasm, Stabbing pain,1.0
7071, Spasm, Loose stool,1.0
7072, Spasm, Tremor,13.0
