Postnumber, Diseaseid, DiseaseName3, 'C0032064', 'Plague');
8, 'C0036916', 'Sexually Transmitted Diseases');
23639, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23640, 'C0012634', 'Disease');
23641, 'C1868649', 'PANIC DISORDER 1');
23659, 'C3714506', 'Meckel syndrome type 1');
23662, 'C0003873', 'Rheumatoid Arthritis');
23663, 'C0011334', 'Dental caries');
23665, 'C0021400', 'Influenza');
23666, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23668, 'C1868649', 'PANIC DISORDER 1');
23671, 'C0017168', 'Gastroesophageal reflux disease');
23674, 'C1868649', 'PANIC DISORDER 1');
23680, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
23681, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23683, 'C0577887', 'Nasal sinus problem');
23685, 'C0035258', 'Restless Legs Syndrome');
23686, 'C2931826', 'Potassium aggravated myotonia');
23688, 'C1868649', 'PANIC DISORDER 1');
23689, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23691, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23694, 'C0003873', 'Rheumatoid Arthritis');
23696, 'C1510475', 'Diverticulosis');
23701, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23703, 'C0035258', 'Restless Legs Syndrome');
23713, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23723, 'C0031117', 'Peripheral Neuropathy');
23726, 'C0038454', 'Cerebrovascular accident');
23733, 'C2931826', 'Potassium aggravated myotonia');
23736, 'C0043352', 'Xerostomia');
23738, 'C0024117', 'Chronic Obstructive Airway Disease');
23757, 'C0027051', 'Myocardial Infarction');
23758, 'C0158266', 'Intervertebral Disc Degeneration');
23761, 'C0277525', 'Infectious gastroenteritis');
23763, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23764, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23771, 'C1535939', 'Pneumocystis jiroveci pneumonia');
23776, 'C0002940', 'Aneurysm');
23780, 'C0034341', 'Pyruvate Carboxylase Deficiency Disease');
23781, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23783, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23788, 'C0012634', 'Disease');
23792, 'C1969653', 'MUNGAN SYNDROME');
23795, 'C0749263', 'temporal pain');
23799, 'C0149931', 'Migraine Disorders');
23802, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23805, 'C0003873', 'Rheumatoid Arthritis');
23812, 'C0003864', 'Arthritis');
23815, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23818, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23819, 'C0003873', 'Rheumatoid Arthritis');
23823, 'C0033893', 'Tension Headache');
23824, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23827, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23828, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23832, 'C0035258', 'Restless Legs Syndrome');
23833, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23840, 'C1535939', 'Pneumocystis jiroveci pneumonia');
23854, 'C0019202', 'Hepatolenticular Degeneration');
23855, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23859, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23863, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23866, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23873, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23884, 'C0262399', 'shoulder bursitis');
23887, 'C0038358', 'Gastric ulcer');
23903, 'C1969653', 'MUNGAN SYNDROME');
23906, 'C0038454', 'Cerebrovascular accident');
23907, 'C1969653', 'MUNGAN SYNDROME');
23913, 'C0042109', 'Urticaria');
23917, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23918, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23919, 'C0018099', 'Gout');
23923, 'C0241910', 'Hepatitis| Autoimmune');
23924, 'C0009421', 'Comatose');
23928, 'C0017168', 'Gastroesophageal reflux disease');
23932, 'C0018099', 'Gout');
23937, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23941, 'C1868649', 'PANIC DISORDER 1');
23942, 'C1868649', 'PANIC DISORDER 1');
23943, 'C1868649', 'PANIC DISORDER 1');
23945, 'C1868649', 'PANIC DISORDER 1');
23947, 'C1868649', 'PANIC DISORDER 1');
23948, 'C0003873', 'Rheumatoid Arthritis');
23949, 'C0003873', 'Rheumatoid Arthritis');
23950, 'C1868649', 'PANIC DISORDER 1');
23953, 'C0700201', 'Dyssomnias');
23955, 'C0272285', 'Heparin-induced thrombocytopenia');
23956, 'C0043352', 'Xerostomia');
23957, 'C0003873', 'Rheumatoid Arthritis');
23962, 'C1868649', 'PANIC DISORDER 1');
23964, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23970, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23971, 'C1868649', 'PANIC DISORDER 1');
23976, 'C0003873', 'Rheumatoid Arthritis');
23980, 'C0029927', 'Ovarian Cysts');
23981, 'C0004135', 'Ataxia Telangiectasia');
23986, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23987, 'C0024138', 'Lupus Erythematosus| Discoid');
23990, 'C0003864', 'Arthritis');
23992, 'C1868649', 'PANIC DISORDER 1');
23997, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
23999, 'C0011119', 'Decompression Sickness');
24002, 'C0268621', 'Hepatic methionine adenosyltransferase deficiency');
24012, 'C0016053', 'Fibromyalgia');
24016, 'C1969653', 'MUNGAN SYNDROME');
24018, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
24026, 'C0747919', 'pregnancy related');
24027, 'C0014518', 'Toxic Epidermal Necrolysis');
24035, 'C1868649', 'PANIC DISORDER 1');
24036, 'C1868649', 'PANIC DISORDER 1');
24037, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
24040, 'C0003873', 'Rheumatoid Arthritis');
24041, 'C0003873', 'Rheumatoid Arthritis');
24043, 'C0423086', 'Staring');
24044, 'C0003873', 'Rheumatoid Arthritis');
24048, 'C2676739', 'Chromosome 2q32-Q33 Deletion Syndrome');
24057, 'C0033046', 'Premenstrual syndrome');
24059, 'C0004623', 'Bacterial Infections');
24065, 'C0019159', 'Hepatitis A');
24067, 'C1868649', 'PANIC DISORDER 1');
24068, 'C1868649', 'PANIC DISORDER 1');
24071, 'C1868649', 'PANIC DISORDER 1');
24073, 'C1868649', 'PANIC DISORDER 1');
24075, 'C0036689', 'Streptococcal sore throat');
24077, 'C1868649', 'PANIC DISORDER 1');
24079, 'C1868649', 'PANIC DISORDER 1');
24080, 'C1868649', 'PANIC DISORDER 1');
24083, 'C0699744', 'Infection of ear');
24084, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
24085, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
24098, 'C1868649', 'PANIC DISORDER 1');
24101, 'C1868649', 'PANIC DISORDER 1');
24102, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
24103, 'C1868649', 'PANIC DISORDER 1');
24104, 'C1868649', 'PANIC DISORDER 1');
24105, 'C1868649', 'PANIC DISORDER 1');
24108, 'C1868649', 'PANIC DISORDER 1');
24111, 'C0010346', 'Crohn Disease');
24114, 'C3714506', 'Meckel syndrome type 1');
24116, 'C1868649', 'PANIC DISORDER 1');
24117, 'C3665488', 'Familial Osteochondritis Dissecans');
24118, 'C1868649', 'PANIC DISORDER 1');
24119, 'C1868649', 'PANIC DISORDER 1');
24129, 'C0020624', 'Hypomenorrhea');
24136, 'C1868649', 'PANIC DISORDER 1');
24138, 'C0699744', 'Infection of ear');
24145, 'C0442874', 'Neuropathy');
24147, 'C0699744', 'Infection of ear');
24149, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
24152, 'C0004096', 'Asthma');
24153, 'C0262399', 'shoulder bursitis');
24168, 'C0016053', 'Fibromyalgia');
24173, 'C0016053', 'Fibromyalgia');
24183, 'C0023895', 'Liver diseases');
24185, 'C1258215', 'Ileus');
24188, 'C0270814', 'Spastic syndrome');
24192, 'C0039240', 'Supraventricular tachycardia');
24199, 'C0017547', 'Gigantism');
24201, 'C0012634', 'Disease');
24203, 'C0018099', 'Gout');
24209, 'C0016053', 'Fibromyalgia');
24211, 'C0009450', 'Communicable Diseases');
24226, 'C0009450', 'Communicable Diseases');
24236, 'C0019159', 'Hepatitis A');
24237, 'C1868649', 'PANIC DISORDER 1');
24238, 'C1868649', 'PANIC DISORDER 1');
24239, 'C0011119', 'Decompression Sickness');
24244, 'C1868649', 'PANIC DISORDER 1');
24246, 'C1868649', 'PANIC DISORDER 1');
24247, 'C1868649', 'PANIC DISORDER 1');
24253, 'C0016053', 'Fibromyalgia');
24255, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
24256, 'C0012634', 'Disease');
24260, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
24262, 'C1969653', 'MUNGAN SYNDROME');
24270, 'C0600040', 'Chronic interstitial cystitis');
24271, 'C0947912', 'Myasthenias');
24276, 'C0877046', 'Infection of tooth');
24293, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
24295, 'C1868649', 'PANIC DISORDER 1');
24298, 'C0013336', 'Dwarfism');
24299, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
24303, 'C0028754', 'Obesity');
24304, 'C1868649', 'PANIC DISORDER 1');
24306, 'C0851578', 'Sleep Disorders');
24310, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
24311, 'C0751249', 'Chronic Insomnia');
24312, 'C0041912', 'Upper Respiratory Infections');
24313, 'C1868649', 'PANIC DISORDER 1');
24314, 'C0234549', 'Stress seizure');
24316, 'C0019340', 'herpes');
24317, 'C0003864', 'Arthritis');
24325, 'C1868649', 'PANIC DISORDER 1');
24326, 'C0003864', 'Arthritis');
24329, 'C1868649', 'PANIC DISORDER 1');
24333, 'C1868649', 'PANIC DISORDER 1');
24349, 'C1868649', 'PANIC DISORDER 1');
24353, 'C1868649', 'PANIC DISORDER 1');
24354, 'C1868649', 'PANIC DISORDER 1');
24355, 'C1868649', 'PANIC DISORDER 1');
24356, 'C1868649', 'PANIC DISORDER 1');
24357, 'C1868649', 'PANIC DISORDER 1');
24358, 'C1868649', 'PANIC DISORDER 1');
24360, 'C0029927', 'Ovarian Cysts');
24364, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
24367, 'C0041582', 'Ulcer');
24375, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
24377, 'C0003864', 'Arthritis');
24378, 'C0751249', 'Chronic Insomnia');
24379, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
24382, 'C1868649', 'PANIC DISORDER 1');
24383, 'C0016053', 'Fibromyalgia');
24388, 'C1969653', 'MUNGAN SYNDROME');
24389, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
24392, 'C0265514', 'Dermatofibrosis lenticularis disseminata');
24395, 'C0270724', 'Infantile Neuroaxonal Dystrophy');
24396, 'C1868649', 'PANIC DISORDER 1');
24398, 'C1868649', 'PANIC DISORDER 1');
24399, 'C1868649', 'PANIC DISORDER 1');
24400, 'C1868649', 'PANIC DISORDER 1');
24401, 'C1868649', 'PANIC DISORDER 1');
24402, 'C1868649', 'PANIC DISORDER 1');
24403, 'C0009450', 'Communicable Diseases');
24409, 'C1868649', 'PANIC DISORDER 1');
24411, 'C0003873', 'Rheumatoid Arthritis');
24412, 'C0876973', 'Infectious disease of lung');
24413, 'C0272285', 'Heparin-induced thrombocytopenia');
24414, 'C0003873', 'Rheumatoid Arthritis');
24415, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
24416, 'C0003873', 'Rheumatoid Arthritis');
24417, 'C0035258', 'Restless Legs Syndrome');
24418, 'C0019360', 'Herpes zoster disease');
24421, 'C0003864', 'Arthritis');
24422, 'C0003873', 'Rheumatoid Arthritis');
24427, 'C0031117', 'Peripheral Neuropathy');
24428, 'C1535939', 'Pneumocystis jiroveci pneumonia');
24431, 'C0442874', 'Neuropathy');
24432, 'C0442874', 'Neuropathy');
24438, 'C3276706', 'Small Fiber Neuropathy');
24439, 'C0031117', 'Peripheral Neuropathy');
24441, 'C0031117', 'Peripheral Neuropathy');
24442, 'C1868649', 'PANIC DISORDER 1');
24444, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
24445, 'C0442874', 'Neuropathy');
24446, 'C1868649', 'PANIC DISORDER 1');
24447, 'C0012634', 'Disease');
24448, 'C0031117', 'Peripheral Neuropathy');
24449, 'C1868649', 'PANIC DISORDER 1');
24451, 'C0031117', 'Peripheral Neuropathy');
24453, 'C0031117', 'Peripheral Neuropathy');
24454, 'C0011882', 'Diabetic Neuropathies');
24455, 'C0011882', 'Diabetic Neuropathies');
24457, 'C0028250', 'Nocturnal Leg Cramps');
24458, 'C0031117', 'Peripheral Neuropathy');
24459, 'C0031117', 'Peripheral Neuropathy');
24460, 'C0031117', 'Peripheral Neuropathy');
24461, 'C0031117', 'Peripheral Neuropathy');
24462, 'C1868649', 'PANIC DISORDER 1');
24463, 'C0011882', 'Diabetic Neuropathies');
24464, 'C0031117', 'Peripheral Neuropathy');
24465, 'C1868649', 'PANIC DISORDER 1');
24466, 'C0031117', 'Peripheral Neuropathy');
24467, 'C0442874', 'Neuropathy');
24468, 'C0442874', 'Neuropathy');
24469, 'C0031117', 'Peripheral Neuropathy');
24470, 'C0031117', 'Peripheral Neuropathy');
24471, 'C0031117', 'Peripheral Neuropathy');
24474, 'C1868649', 'PANIC DISORDER 1');
24475, 'C0442874', 'Neuropathy');
24477, 'C0031117', 'Peripheral Neuropathy');
24479, 'C0031117', 'Peripheral Neuropathy');
24480, 'C0031117', 'Peripheral Neuropathy');
24482, 'C0031117', 'Peripheral Neuropathy');
24483, 'C0031117', 'Peripheral Neuropathy');
24484, 'C0011882', 'Diabetic Neuropathies');
24485, 'C0031117', 'Peripheral Neuropathy');
24487, 'C0031117', 'Peripheral Neuropathy');
24488, 'C0031117', 'Peripheral Neuropathy');
24489, 'C0031117', 'Peripheral Neuropathy');
24490, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
24491, 'C0031117', 'Peripheral Neuropathy');
24492, 'C0031117', 'Peripheral Neuropathy');
24493, 'C0031117', 'Peripheral Neuropathy');
24494, 'C0031117', 'Peripheral Neuropathy');
24495, 'C0031117', 'Peripheral Neuropathy');
24496, 'C0442874', 'Neuropathy');
24497, 'C0031117', 'Peripheral Neuropathy');
24500, 'C0852711', 'Sickle Cell Dactylitis');
24501, 'C0031117', 'Peripheral Neuropathy');
24502, 'C0011882', 'Diabetic Neuropathies');
24503, 'C0031117', 'Peripheral Neuropathy');
24504, 'C0031117', 'Peripheral Neuropathy');
24505, 'C0031117', 'Peripheral Neuropathy');
24507, 'C0031117', 'Peripheral Neuropathy');
24510, 'C0031117', 'Peripheral Neuropathy');
24511, 'C0031117', 'Peripheral Neuropathy');
24518, 'C0036916', 'Sexually Transmitted Diseases');
24521, 'C0442874', 'Neuropathy');
24522, 'C0031117', 'Peripheral Neuropathy');
24523, 'C0031117', 'Peripheral Neuropathy');
24525, 'C0442874', 'Neuropathy');
24528, 'C3687232', 'Healing fracture of bone');
24529, 'C0031117', 'Peripheral Neuropathy');
24530, 'C0031117', 'Peripheral Neuropathy');
24531, 'C0442874', 'Neuropathy');
24535, 'C0031117', 'Peripheral Neuropathy');
24536, 'C0031117', 'Peripheral Neuropathy');
24539, 'C0031117', 'Peripheral Neuropathy');
24541, 'C0031117', 'Peripheral Neuropathy');
24542, 'C0031117', 'Peripheral Neuropathy');
24543, 'C0030567', 'Parkinson Disease');
24544, 'C0014175', 'Endometriosis');
24545, 'C0031117', 'Peripheral Neuropathy');
24546, 'C0031117', 'Peripheral Neuropathy');
24550, 'C0016053', 'Fibromyalgia');
24555, 'C0031117', 'Peripheral Neuropathy');
24557, 'C0031117', 'Peripheral Neuropathy');
24559, 'C0031117', 'Peripheral Neuropathy');
24563, 'C0031117', 'Peripheral Neuropathy');
24564, 'C0442874', 'Neuropathy');
24575, 'C0031117', 'Peripheral Neuropathy');
24577, 'C0031117', 'Peripheral Neuropathy');
24578, 'C0221541', 'ruptured disk');
24580, 'C0442874', 'Neuropathy');
24581, 'C0031117', 'Peripheral Neuropathy');
24582, 'C0039082', 'Syndrome');
24583, 'C0085119', 'Foot Ulcer');
24584, 'C0031117', 'Peripheral Neuropathy');
24585, 'C0011119', 'Decompression Sickness');
24590, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
24591, 'C0009443', 'Common Cold');
24593, 'C0031117', 'Peripheral Neuropathy');
24594, 'C0031117', 'Peripheral Neuropathy');
24596, 'C0031117', 'Peripheral Neuropathy');
24598, 'C0031117', 'Peripheral Neuropathy');
24599, 'C0031117', 'Peripheral Neuropathy');
24600, 'C0031117', 'Peripheral Neuropathy');
24602, 'C0021400', 'Influenza');
24603, 'C0031117', 'Peripheral Neuropathy');
24605, 'C0019360', 'Herpes zoster disease');
24606, 'C0442874', 'Neuropathy');
24607, 'C0031117', 'Peripheral Neuropathy');
24608, 'C3276706', 'Small Fiber Neuropathy');
24609, 'C0031315', 'Phantom Limb Syndrome');
24610, 'C0031117', 'Peripheral Neuropathy');
24613, 'C0031117', 'Peripheral Neuropathy');
24616, 'C0031117', 'Peripheral Neuropathy');
24617, 'C0031117', 'Peripheral Neuropathy');
24620, 'C0031117', 'Peripheral Neuropathy');
24625, 'C0041912', 'Upper Respiratory Infections');
24628, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
24633, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
24634, 'C0749263', 'temporal pain');
24638, 'C0009450', 'Communicable Diseases');
24639, 'C0442874', 'Neuropathy');
24648, 'C0019360', 'Herpes zoster disease');
24652, 'C0031117', 'Peripheral Neuropathy');
24653, 'C0039239', 'Sinus Tachycardia');
24654, 'C3887654', 'POLYARTERITIS NODOSA| CHILDHOOD-ONSET');
24659, 'C0041912', 'Upper Respiratory Infections');
24660, 'C0010709', 'Cyst');
24668, 'C0009450', 'Communicable Diseases');
24677, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
24687, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
24703, 'C0031350', 'Pharyngitis');
24706, 'C0012634', 'Disease');
24707, 'C0031117', 'Peripheral Neuropathy');
24708, 'C0031117', 'Peripheral Neuropathy');
24718, 'C0039082', 'Syndrome');
24720, 'C0029927', 'Ovarian Cysts');
24729, 'C0740447', 'Diabetic peripheral neuropathy');
24733, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
24736, 'C0035258', 'Restless Legs Syndrome');
24737, 'C2363129', 'Benign Rolandic Epilepsy');
24738, 'C0031117', 'Peripheral Neuropathy');
24746, 'C0004135', 'Ataxia Telangiectasia');
24753, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
24760, 'C0018802', 'Congestive heart failure');
24761, 'C0024138', 'Lupus Erythematosus| Discoid');
24762, 'C0024586', 'Malignant Carcinoid Syndrome');
24764, 'C0022104', 'Irritable Bowel Syndrome');
24765, 'C0027051', 'Myocardial Infarction');
24766, 'C0265514', 'Dermatofibrosis lenticularis disseminata');
24767, 'C1849409', 'Knobloch syndrome');
24777, 'C0031117', 'Peripheral Neuropathy');
24779, 'C0011119', 'Decompression Sickness');
24781, 'C0018099', 'Gout');
24790, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
24796, 'C0009450', 'Communicable Diseases');
24799, 'C0032285', 'Pneumonia');
24803, 'C0031117', 'Peripheral Neuropathy');
24804, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
24805, 'C0012634', 'Disease');
24811, 'C0018802', 'Congestive heart failure');
24814, 'C0011119', 'Decompression Sickness');
24816, 'C3665488', 'Familial Osteochondritis Dissecans');
24819, 'C1868649', 'PANIC DISORDER 1');
24835, 'C0585186', 'Cutaneous hypersensitivity');
24836, 'C0019159', 'Hepatitis A');
24837, 'C0011334', 'Dental caries');
24855, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
24857, 'C0153064', 'Encephalomyelitis| Western Equine');
24871, 'C0003873', 'Rheumatoid Arthritis');
24872, 'C1868649', 'PANIC DISORDER 1');
24874, 'C0003864', 'Arthritis');
24876, 'C0262655', 'Recurrent urinary tract infection');
24887, 'C1969653', 'MUNGAN SYNDROME');
24888, 'C0031117', 'Peripheral Neuropathy');
24894, 'C0043352', 'Xerostomia');
24895, 'C1263857', 'Peripheral axonal neuropathy');
24896, 'C0011882', 'Diabetic Neuropathies');
24897, 'C1868649', 'PANIC DISORDER 1');
24898, 'C1868649', 'PANIC DISORDER 1');
24899, 'C1868649', 'PANIC DISORDER 1');
24900, 'C1868649', 'PANIC DISORDER 1');
24901, 'C1868649', 'PANIC DISORDER 1');
24905, 'C0031117', 'Peripheral Neuropathy');
24906, 'C0003873', 'Rheumatoid Arthritis');
24908, 'C0031117', 'Peripheral Neuropathy');
24923, 'C0010692', 'Cystitis');
24929, 'C0039503', 'Tendinitis');
24934, 'C0017168', 'Gastroesophageal reflux disease');
24935, 'C0031117', 'Peripheral Neuropathy');
24941, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
24946, 'C0240111', 'Arthritis of knee');
24955, 'C0003873', 'Rheumatoid Arthritis');
24958, 'C0030567', 'Parkinson Disease');
24962, 'C0152020', 'Gastroparesis');
24966, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
24971, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
24972, 'C0158328', 'Trigger Finger Disorder');
24974, 'C0003864', 'Arthritis');
24980, 'C0014518', 'Toxic Epidermal Necrolysis');
24981, 'C0014175', 'Endometriosis');
24987, 'C0750466', 'Yeast infection');
24988, 'C0010418', 'Cryptosporidiosis');
24993, 'C0017168', 'Gastroesophageal reflux disease');
25001, 'C0012634', 'Disease');
25002, 'C0003873', 'Rheumatoid Arthritis');
25005, 'C0043352', 'Xerostomia');
25006, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
25007, 'C0012634', 'Disease');
25009, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
25012, 'C0003873', 'Rheumatoid Arthritis');
25013, 'C0035258', 'Restless Legs Syndrome');
25014, 'C0002170', 'Alopecia');
25015, 'C0442874', 'Neuropathy');
25017, 'C0031117', 'Peripheral Neuropathy');
25022, 'C0035258', 'Restless Legs Syndrome');
25024, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME');
