PostNumber, DiseaseId, DiseaseName, SymptomId, SymptomName, TreatmentId, TreatmentName, DrugId, DrugName, BodypartId, BodypartName3, 'C0032064', 'Plague', '', '', '', '', '', '', '', '
3, 'C0032064', 'Plague', 'C0221423', 'Illness3, 'C0032064', 'Plague', 'C0011991', 'Diarrhea', '', '', '', '', '', '
3, 'C0032064', 'Plague', 'C0009806', 'Constipation', '', '', '', '', '', '
8727, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C1305417', 'Entire elbow region
8727, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C1269612', 'Entire upper arm
8727, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C0521421', 'Entire ear
8727, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C1281591', 'Entire face
8727, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C1281592', 'Entire neck
8728, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', '', '
8728, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C1281591', 'Entire face
8728, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C1281592', 'Entire neck
8729, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', '', '
8729, 'C0026393', 'Molluscum Contagiosum', 'C0036572', 'Seizures', '', '', '', '', '', '
8729, 'C0026393', 'Molluscum Contagiosum', 'C0231811', 'Suffocated', '', '', '', '', '', '
8729, 'C0026393', 'Molluscum Contagiosum', '', '', 'C0339897', 'Transjugular intrahepatic portosystemic shunt procedure', '', '', '', '
8729, 'C0026393', 'Molluscum Contagiosum', '', '', 'C0074125', 'bleomycin/doxorubicin/lomustine/streptozocin protocol', '', '', '', '
8729, 'C0026393', 'Molluscum Contagiosum', '', '', 'C0150141', 'Bathing', '', '', '', '
8729, 'C0026393', 'Molluscum Contagiosum', '', '', 'C0152054', 'Therapeutic tactile stimulation', '', '', '', '
8729, 'C0026393', 'Molluscum Contagiosum', '', '', 'C0184958', 'Toilet procedure', '', '', '', '
8729, 'C0026393', 'Molluscum Contagiosum', '', '', 'C0522772', 'Shaving - surgical procedure', '', '', '', '
8729, 'C0026393', 'Molluscum Contagiosum', '', '', 'C0087111', 'Therapeutic procedure', '', '', '', '
8729, 'C0026393', 'Molluscum Contagiosum', '', '', 'C0184967', 'Insertion of pack8729, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C0034014', 'Bone structure of pubis
8729, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C0018563', 'Hand
8729, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C1267211', 'Entire duct
8729, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C0229962', 'Body part
8730, 'C0263314', 'Pemphigus and fogo selvagem', '', '', '', '', '', '', '', '
8730, 'C0263314', 'Pemphigus and fogo selvagem', 'C0015230', 'Exanthema', '', '', '', '', '', '
8730, 'C0263314', 'Pemphigus and fogo selvagem', 'C0030193', 'Pain', '', '', '', '', '', '
8730, 'C0263314', 'Pemphigus and fogo selvagem', '', '', 'C0522772', 'Shaving - surgical procedure', '', '', '', '
8730, 'C0263314', 'Pemphigus and fogo selvagem', '', '', 'C0010412', 'Cold Therapy', '', '', '', '
8730, 'C0263314', 'Pemphigus and fogo selvagem', '', '', 'C1135440', 'Procedures involving the use of pharmaceuticals', '', '', '', '
8730, 'C0263314', 'Pemphigus and fogo selvagem', '', '', '', '', '', '', 'C0017420', 'Genitalia
8731, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', '', '
8731, 'C0026393', 'Molluscum Contagiosum', 'C0015230', 'Exanthema', '', '', '', '', '', '
8731, 'C0026393', 'Molluscum Contagiosum', 'C0085624', 'Burning sensation', '', '', '', '', '', '
8731, 'C0026393', 'Molluscum Contagiosum', 'C0030193', 'Pain', '', '', '', '', '', '
8731, 'C0026393', 'Molluscum Contagiosum', 'C0234233', 'Sore to touch', '', '', '', '', '', '
8731, 'C0026393', 'Molluscum Contagiosum', '', '', 'C0184661', 'Interventional procedure', '', '', '', '
8731, 'C0026393', 'Molluscum Contagiosum', '', '', 'C1272654', 'Wound care management', '', '', '', '
8731, 'C0026393', 'Molluscum Contagiosum', '', '', 'C0152054', 'Therapeutic tactile stimulation', '', '', '', '
8731, 'C0026393', 'Molluscum Contagiosum', '', '', 'C0150141', 'Bathing', '', '', '', '
8731, 'C0026393', 'Molluscum Contagiosum', '', '', 'C0242390', 'Home Remedies', '', '', '', '
8731, 'C0026393', 'Molluscum Contagiosum', '', '', 'C0184958', 'Toilet procedure', '', '', '', '
8731, 'C0026393', 'Molluscum Contagiosum', '', '', 'C0038280', 'Sterilization for infection control', '', '', '', '
8731, 'C0026393', 'Molluscum Contagiosum', '', '', 'C0087111', 'Therapeutic procedure', '', '', '', '
8731, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', 'C1622916', 'ISOPROPYL ALCOHOL 70%', '', '
8731, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C0036471', 'Scrotum
8731, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C0030851', 'penis
8731, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C0227936', 'Body of penis
8731, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C0015420', 'Eyebrow structure
8731, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C0376161', 'Comb animal structure
8731, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C0018563', 'Hand
8731, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C1281584', 'Entire finger
8731, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C1184743', 'bony process
8731, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C1552134', '20s
8732, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', '', '
8732, 'C0026393', 'Molluscum Contagiosum', '', '', 'C0683174', 'topical application', '', '', '', '
8733, 'C0019340', 'herpes', '', '', '', '', '', '', '', '
8733, 'C0019340', 'herpes', 'C0683369', 'Clouded consciousness', '', '', '', '', '', '
8733, 'C0019340', 'herpes', '', '', 'C0074125', 'bleomycin/doxorubicin/lomustine/streptozocin protocol', '', '', '', '
8733, 'C0019340', 'herpes', '', '', 'C0152277', 'Incision and drainage', '', '', '', '
8733, 'C0019340', 'herpes', '', '', 'C0522772', 'Shaving - surgical procedure', '', '', '', '
8733, 'C0019340', 'herpes', '', '', 'C0087111', 'Therapeutic procedure', '', '', '', '
8733, 'C0019340', 'herpes', '', '', 'C0150468', 'Application of bandage8733, 'C0019340', 'herpes', '', '', '', '', '', '', 'C1269612', 'Entire upper arm
8733, 'C0019340', 'herpes', '', '', '', '', '', '', 'C0017420', 'Genitalia
8733, 'C0019340', 'herpes', '', '', '', '', '', '', 'C0016536', 'Forearm
8734, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', '', '
8734, 'C0026393', 'Molluscum Contagiosum', 'C0015230', 'Exanthema', '', '', '', '', '', '
8734, 'C0026393', 'Molluscum Contagiosum', 'C0085624', 'Burning sensation', '', '', '', '', '', '
8734, 'C0026393', 'Molluscum Contagiosum', 'C0677500', 'Stinging Sensation', '', '', '', '', '', '
8735, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', '', '
8735, 'C0026393', 'Molluscum Contagiosum', 'C0221423', 'Illness8735, 'C0026393', 'Molluscum Contagiosum', 'C0037088', 'Signs and Symptoms', '', '', '', '', '', '
8735, 'C0026393', 'Molluscum Contagiosum', 'C0030193', 'Pain', '', '', '', '', '', '
8735, 'C0026393', 'Molluscum Contagiosum', '', '', 'C0522772', 'Shaving - surgical procedure', '', '', '', '
8735, 'C0026393', 'Molluscum Contagiosum', '', '', 'C0184933', 'Scraping', '', '', '', '
8735, 'C0026393', 'Molluscum Contagiosum', '', '', 'C0087111', 'Therapeutic procedure', '', '', '', '
8736, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', '', '
8736, 'C0026393', 'Molluscum Contagiosum', 'C0033774', 'Pruritus', '', '', '', '', '', '
8736, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C0022742', 'Knee
8737, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', '', '
8737, 'C0026393', 'Molluscum Contagiosum', 'C0033774', 'Pruritus', '', '', '', '', '', '
8738, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', '', '
8739, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', '', '
8739, 'C0026393', 'Molluscum Contagiosum', 'C0033774', 'Pruritus', '', '', '', '', '', '
8739, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C0222269', 'Skin structure of thigh
8739, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C1281586', 'Entire thigh
8739, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C1278927', 'Entire anus
8740, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', '', '
8740, 'C0026393', 'Molluscum Contagiosum', '', '', 'C0087111', 'Therapeutic procedure', '', '', '', '
8740, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C1552134', '20s
8741, 'C0009450', 'Communicable Diseases', '', '', '', '', '', '', '', '
8741, 'C0009450', 'Communicable Diseases', '', '', '', '', '', '', 'C0221971', 'Hair follicle structure
8742, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', '', '
8743, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', '', '
8744, 'C0019340', 'herpes', '', '', '', '', '', '', '', '
8744, 'C0019340', 'herpes', '', '', '', '', '', '', 'C1278920', 'Entire stomach
8745, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', '', '
8745, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', 'C0018494', 'Hair
8746, 'C0026393', 'Molluscum Contagiosum', '', '', '', '', '', '', '', '
8746, 'C0026393', 'Molluscum Contagiosum', 'C0033774', 'Pruritus', '', '', '', '', '', '
8748, 'C0032987', 'Ectopic Pregnancy', '', '', '', '', '', '', '', '
8748, 'C0032987', 'Ectopic Pregnancy', 'C0312414', 'Menstrual spotting', '', '', '', '', '', '
8748, 'C0032987', 'Ectopic Pregnancy', 'C0039070', 'Syncope', '', '', '', '', '', '
8748, 'C0032987', 'Ectopic Pregnancy', 'C0026821', 'Muscle Cramp', '', '', '', '', '', '
8748, 'C0032987', 'Ectopic Pregnancy', 'C0683369', 'Clouded consciousness', '', '', '', '', '', '
8748, 'C0032987', 'Ectopic Pregnancy', '', '', 'C1883297', 'laparoscopy8750, 'C0042029', 'Urinary tract infection', '', '', '', '', '', '', '', '
8750, 'C0042029', 'Urinary tract infection', '', '', '', '', '', '', 'C4048756', 'Right arm
8751, 'C0024138', 'Lupus Erythematosus| Discoid', '', '', '', '', '', '', '', '
8751, 'C0024138', 'Lupus Erythematosus| Discoid', 'C0015230', 'Exanthema', '', '', '', '', '', '
8751, 'C0024138', 'Lupus Erythematosus| Discoid', '', '', 'C1959633', 'Spatial guidance for medical procedure', '', '', '', '
8752, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', '', '', '', '', '', '', '', '
8752, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', 'C0027497', 'Nausea', '', '', '', '', '', '
8752, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', '', '', 'C1533685', 'Injection procedure', '', '', '', '
8753, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', '', '', '', '', '', '', '', '
8753, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', '', '', 'C0152277', 'Incision and drainage', '', '', '', '
8753, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', '', '', '', '', '', '', 'C0018494', 'Hair
8756, 'C0272285', 'Heparin-induced thrombocytopenia', '', '', '', '', '', '', '', '
8756, 'C0272285', 'Heparin-induced thrombocytopenia', 'C0085635', 'Photopsia', '', '', '', '', '', '
8756, 'C0272285', 'Heparin-induced thrombocytopenia', 'C0028081', 'Night sweats', '', '', '', '', '', '
8756, 'C0272285', 'Heparin-induced thrombocytopenia', '', '', 'C3814046', 'PAD Regimen', '', '', '', '
8758, 'C0011432', 'Dentin Sensitivity', '', '', '', '', '', '', '', '
8758, 'C0011432', 'Dentin Sensitivity', '', '', '', '', 'C4034144', 'Methotrexate Injection', '', '
8758, 'C0011432', 'Dentin Sensitivity', '', '', '', '', '', '', 'C0040426', 'Tooth structure
8760, 'C0024143', 'Lupus Nephritis', '', '', '', '', '', '', '', '
8760, 'C0024143', 'Lupus Nephritis', 'C0557875', 'Tired', '', '', '', '', '', '
8763, 'C0015695', 'Fatty Liver', '', '', '', '', '', '', '', '
8763, 'C0015695', 'Fatty Liver', '', '', 'C0021485', 'Injection of therapeutic agent', '', '', '', '
8767, 'C0033860', 'Psoriasis', '', '', '', '', '', '', '', '
8767, 'C0033860', 'Psoriasis', '', '', '', '', '', '', 'C0018563', 'Hand
8767, 'C0033860', 'Psoriasis', '', '', '', '', '', '', 'C0016504', 'Foot
8772, 'C0027051', 'Myocardial Infarction', '', '', '', '', '', '', '', '
8772, 'C0027051', 'Myocardial Infarction', '', '', 'C0152060', 'Transection8778, 'C0012634', 'Disease', '', '', '', '', '', '', '', '
8785, 'C0268621', 'Hepatic methionine adenosyltransferase deficiency', '', '', '', '', '', '', '', '
8785, 'C0268621', 'Hepatic methionine adenosyltransferase deficiency', 'C0028643', 'Numbness', '', '', '', '', '', '
8785, 'C0268621', 'Hepatic methionine adenosyltransferase deficiency', 'C0015672', 'Fatigue', '', '', '', '', '', '
8785, 'C0268621', 'Hepatic methionine adenosyltransferase deficiency', '', '', 'C0013806', 'Electroconvulsive Therapy', '', '', '', '
8787, 'C0034341', 'Pyruvate Carboxylase Deficiency Disease', '', '', '', '', '', '', '', '
8787, 'C0034341', 'Pyruvate Carboxylase Deficiency Disease', 'C0683369', 'Clouded consciousness', '', '', '', '', '', '
8792, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', '', '', '', '', '', '', '', '
8792, 'C3280240', 'MICROCEPHALY| EPILEPSY| AND DIABETES SYNDROME', '', '', 'C0021485', 'Injection of therapeutic agent', '', '', '', '
8793, 'C0275813', 'Strangles', '', '', '', '', '', '', '', '
8798, 'C0004096', 'Asthma', '', '', '', '', '', '', '', '
8799, 'C0423086', 'Staring', '', '', '', '', '', '', '', '
8799, 'C0423086', 'Staring', 'C0151827', 'Eye pain', '', '', '', '', '', '
8799, 'C0423086', 'Staring', '', '', 'C0079613', 'Adoptive Immunotherapy', '', '', '', '
8799, 'C0423086', 'Staring', '', '', '', '', '', '', 'C0015392', 'Eye
8800, 'C0265514', 'Dermatofibrosis lenticularis disseminata', '', '', '', '', '', '', '', '
8801, 'C0027051', 'Myocardial Infarction', '', '', '', '', '', '', '', '
8801, 'C0027051', 'Myocardial Infarction', 'C0563278', 'Upper chest pain', '', '', '', '', '', '
8801, 'C0027051', 'Myocardial Infarction', 'C3714552', 'Weakness', '', '', '', '', '', '
8801, 'C0027051', 'Myocardial Infarction', 'C0423636', 'Cardiac pain', '', '', '', '', '', '
8801, 'C0027051', 'Myocardial Infarction', '', '', '', '', '', '', 'C0018787', 'Heart
8801, 'C0027051', 'Myocardial Infarction', '', '', '', '', '', '', 'C1269612', 'Entire upper arm
8801, 'C0027051', 'Myocardial Infarction', '', '', '', '', '', '', 'C0003842', 'Arteries
8804, 'C0032533', 'Polymyalgia Rheumatica', '', '', '', '', '', '', '', '
8804, 'C0032533', 'Polymyalgia Rheumatica', 'C0019559', 'Hip pain', '', '', '', '', '', '
8804, 'C0032533', 'Polymyalgia Rheumatica', 'C0557875', 'Tired', '', '', '', '', '', '
8804, 'C0032533', 'Polymyalgia Rheumatica', 'C0023222', 'Pain in lower limb', '', '', '', '', '', '
8804, 'C0032533', 'Polymyalgia Rheumatica', 'C0030193', 'Pain', '', '', '', '', '', '
8804, 'C0032533', 'Polymyalgia Rheumatica', '', '', '', '', '', '', 'C0230446', 'Both lower legs
8804, 'C0032533', 'Polymyalgia Rheumatica', '', '', '', '', '', '', 'C4048756', 'Right arm
8804, 'C0032533', 'Polymyalgia Rheumatica', '', '', '', '', '', '', 'C0022742', 'Knee
8804, 'C0032533', 'Polymyalgia Rheumatica', '', '', '', '', '', '', 'C0229962', 'Body part
8804, 'C0032533', 'Polymyalgia Rheumatica', '', '', '', '', '', '', 'C0423866', 'Lanugo
8804, 'C0032533', 'Polymyalgia Rheumatica', '', '', '', '', '', '', 'C0262950', 'Skeletal bone
8804, 'C0032533', 'Polymyalgia Rheumatica', '', '', '', '', '', '', 'C0016504', 'Foot
8806, 'C0012634', 'Disease', '', '', '', '', '', '', '', '
8806, 'C0012634', 'Disease', 'C1446787', 'Cramping sensation quality', '', '', '', '', '', '
8806, 'C0012634', 'Disease', 'C0026821', 'Muscle Cramp', '', '', '', '', '', '
8806, 'C0012634', 'Disease', 'C0004604', 'Back Pain', '', '', '', '', '', '
8806, 'C0012634', 'Disease', '', '', 'C3814046', 'PAD Regimen', '', '', '', '
8806, 'C0012634', 'Disease', '', '', '', '', '', '', 'C0042232', 'Vagina
8807, 'C0012634', 'Disease', '', '', '', '', '', '', '', '
8807, 'C0012634', 'Disease', 'C0042963', 'Vomiting', '', '', '', '', '', '
8807, 'C0012634', 'Disease', 'C0557875', 'Tired', '', '', '', '', '', '
8807, 'C0012634', 'Disease', '', '', 'C0021485', 'Injection of therapeutic agent', '', '', '', '
8808, 'C0012634', 'Disease', '', '', '', '', '', '', '', '
8808, 'C0012634', 'Disease', 'C0030193', 'Pain', '', '', '', '', '', '
8808, 'C0012634', 'Disease', '', '', 'C0301571', 'Liquid diet', '', '', '', '
8808, 'C0012634', 'Disease', '', '', '', '', '', '', 'C2986716', 'Quarter of the Udder
8809, 'C0012634', 'Disease', '', '', '', '', '', '', '', '
8809, 'C0012634', 'Disease', 'C1446787', 'Cramping sensation quality', '', '', '', '', '', '
8809, 'C0012634', 'Disease', '', '', 'C0021114', 'Implosive Therapy', '', '', '', '
8810, 'C0012634', 'Disease', '', '', '', '', '', '', '', '
8811, 'C0012634', 'Disease', '', '', '', '', '', '', '', '
8812, 'C0012634', 'Disease', '', '', '', '', '', '', '', '
8812, 'C0012634', 'Disease', 'C0745411', 'irregular bleeding', '', '', '', '', '', '
8812, 'C0012634', 'Disease', '', '', '', '', '', '', 'C0230403', 'Fifth finger
8813, 'C0021400', 'Influenza', '', '', '', '', '', '', '', '
8813, 'C0021400', 'Influenza', '', '', 'C0152277', 'Incision and drainage', '', '', '', '
8813, 'C0021400', 'Influenza', '', '', 'C0557061', 'Discussion8814, 'C0012634', 'Disease', '', '', '', '', '', '', '', '
8814, 'C0012634', 'Disease', 'C0030193', 'Pain', '', '', '', '', '', '
8814, 'C0012634', 'Disease', '', '', 'C0700589', 'Contraceptive methods', '', '', '', '
8814, 'C0012634', 'Disease', '', '', 'C0021107', 'Implantation procedure', '', '', '', '
8816, 'C0012634', 'Disease', '', '', '', '', '', '', '', '
8817, 'C0012634', 'Disease', '', '', '', '', '', '', '', '
8817, 'C0012634', 'Disease', 'C0027497', 'Nausea', '', '', '', '', '', '
8817, 'C0012634', 'Disease', 'C0312414', 'Menstrual spotting', '', '', '', '', '', '
8817, 'C0012634', 'Disease', 'C0030193', 'Pain', '', '', '', '', '', '
8817, 'C0012634', 'Disease', 'C0220870', 'Lightheadedness', '', '', '', '', '', '
8817, 'C0012634', 'Disease', '', '', 'C3814046', 'PAD Regimen', '', '', '', '
8817, 'C0012634', 'Disease', '', '', 'C0700589', 'Contraceptive methods', '', '', '', '
8817, 'C0012634', 'Disease', '', '', '', '', '', '', 'C0030797', 'Pelvis
8817, 'C0012634', 'Disease', '', '', '', '', '', '', 'C0227073', 'Mandibular right first molar
8817, 'C0012634', 'Disease', '', '', '', '', '', '', 'C1552134', '20s
8826, 'C0041912', 'Upper Respiratory Infections', '', '', '', '', '', '', '', '
8826, 'C0041912', 'Upper Respiratory Infections', 'C0221423', 'Illness8826, 'C0041912', 'Upper Respiratory Infections', 'C0085624', 'Burning sensation', '', '', '', '', '', '
8826, 'C0041912', 'Upper Respiratory Infections', 'C0600142', 'Hot flushes', '', '', '', '', '', '
8826, 'C0041912', 'Upper Respiratory Infections', 'C0030193', 'Pain', '', '', '', '', '', '
8826, 'C0041912', 'Upper Respiratory Infections', '', '', 'C0886384', '5 minutes Office visit', '', '', '', '
8826, 'C0041912', 'Upper Respiratory Infections', '', '', '', '', '', '', 'C0230348', 'Both upper arms
8826, 'C0041912', 'Upper Respiratory Infections', '', '', '', '', '', '', 'C0018563', 'Hand
8826, 'C0041912', 'Upper Respiratory Infections', '', '', '', '', '', '', 'C0023759', 'Lip structure
8826, 'C0041912', 'Upper Respiratory Infections', '', '', '', '', '', '', 'C0016504', 'Foot
8827, 'C0272285', 'Heparin-induced thrombocytopenia', '', '', '', '', '', '', '', '
8827, 'C0272285', 'Heparin-induced thrombocytopenia', 'C0557875', 'Tired', '', '', '', '', '', '
8827, 'C0272285', 'Heparin-induced thrombocytopenia', 'C0221758', 'Stiff back', '', '', '', '', '', '
8827, 'C0272285', 'Heparin-induced thrombocytopenia', 'C0574068', 'Rib pain', '', '', '', '', '', '
8827, 'C0272285', 'Heparin-induced thrombocytopenia', '', '', '', '', '', '', 'C0018787', 'Heart
